id,postal_cd,country_cd,city_name,state,lat,lng,loc
1,00501,US,Holtsville,NY,40.8154000000,-73.0456000000,US-NY-Holtsville-00501
2,00544,US,Holtsville,NY,40.8154000000,-73.0456000000,US-NY-Holtsville-00544
195,01001,US,Agawam,MA,42.0658420000,-72.6209480000,US-MA-Agawam-01001
196,01002,US,Amherst,MA,42.3729010000,-72.4509020000,US-MA-Amherst-01002
197,01003,US,Amherst,MA,42.3911500000,-72.5243160000,US-MA-Amherst-01003
198,01004,US,Amherst,MA,42.3736000000,-72.5209000000,US-MA-Amherst-01004
199,01005,US,Barre,MA,42.4208440000,-72.1062300000,US-MA-Barre-01005
200,01007,US,Belchertown,MA,42.2747980000,-72.4019220000,US-MA-Belchertown-01007
201,01008,US,Blandford,MA,42.1869640000,-72.9561110000,US-MA-Blandford-01008
202,01009,US,Bondsville,MA,42.2075000000,-72.3496000000,US-MA-Bondsville-01009
203,01010,US,Brimfield,MA,42.1266370000,-72.2046170000,US-MA-Brimfield-01010
204,01011,US,Chester,MA,42.2685660000,-72.9808450000,US-MA-Chester-01011
205,01012,US,Chesterfield,MA,42.3653930000,-72.8199140000,US-MA-Chesterfield-01012
206,01013,US,Chicopee,MA,42.1608270000,-72.6033750000,US-MA-Chicopee-01013
207,01014,US,Chicopee,MA,42.1486000000,-72.6085000000,US-MA-Chicopee-01014
208,01020,US,Chicopee,MA,42.1776200000,-72.5625660000,US-MA-Chicopee-01020
209,01021,US,Chicopee,MA,42.1486000000,-72.6085000000,US-MA-Chicopee-01021
210,01022,US,Chicopee,MA,42.1955650000,-72.5424780000,US-MA-Chicopee-01022
211,01026,US,Cummington,MA,42.4410330000,-72.9155730000,US-MA-Cummington-01026
212,01027,US,Easthampton,MA,42.2928950000,-72.7175990000,US-MA-Easthampton-01027
213,01028,US,East Longmeadow,MA,42.0616600000,-72.4987710000,US-MA-East Longmeadow-01028
214,01029,US,East Otis,MA,42.1920330000,-73.0453390000,US-MA-East Otis-01029
215,01030,US,Feeding Hills,MA,42.0704740000,-72.6751740000,US-MA-Feeding Hills-01030
216,01031,US,Gilbertville,MA,42.3611000000,-72.2038200000,US-MA-Gilbertville-01031
217,01032,US,Goshen,MA,42.4544550000,-72.8267140000,US-MA-Goshen-01032
218,01033,US,Granby,MA,42.2579150000,-72.5056830000,US-MA-Granby-01033
219,01034,US,Granville,MA,42.0924080000,-72.9496820000,US-MA-Granville-01034
220,01035,US,Hadley,MA,42.3562510000,-72.5850140000,US-MA-Hadley-01035
221,01036,US,Hampden,MA,42.0729560000,-72.4166260000,US-MA-Hampden-01036
222,01037,US,Hardwick,MA,42.3787050000,-72.1921860000,US-MA-Hardwick-01037
223,01038,US,Hatfield,MA,42.3863000000,-72.6058800000,US-MA-Hatfield-01038
224,01039,US,Haydenville,MA,42.4111780000,-72.6888940000,US-MA-Haydenville-01039
225,01040,US,Holyoke,MA,42.2226920000,-72.6404740000,US-MA-Holyoke-01040
226,01041,US,Holyoke,MA,42.2043000000,-72.6167000000,US-MA-Holyoke-01041
227,01050,US,Huntington,MA,42.2709280000,-72.9031690000,US-MA-Huntington-01050
228,01053,US,Leeds,MA,42.3521580000,-72.7154940000,US-MA-Leeds-01053
229,01054,US,Leverett,MA,42.4753560000,-72.4875550000,US-MA-Leverett-01054
230,01056,US,Ludlow,MA,42.1920070000,-72.4587200000,US-MA-Ludlow-01056
231,01057,US,Monson,MA,42.0955360000,-72.3129180000,US-MA-Monson-01057
232,01059,US,North Amherst,MA,42.3738000000,-72.5205000000,US-MA-North Amherst-01059
233,01060,US,Northampton,MA,42.3296040000,-72.6251240000,US-MA-Northampton-01060
234,01061,US,Northampton,MA,42.3251000000,-72.6418000000,US-MA-Northampton-01061
235,01062,US,Florence,MA,42.3300670000,-72.6926550000,US-MA-Florence-01062
236,01063,US,Northampton,MA,42.3182200000,-72.6376740000,US-MA-Northampton-01063
237,01066,US,North Hatfield,MA,42.4107000000,-72.6253000000,US-MA-North Hatfield-01066
238,01068,US,Oakham,MA,42.3533090000,-72.0513990000,US-MA-Oakham-01068
239,01069,US,Palmer,MA,42.1920620000,-72.3076820000,US-MA-Palmer-01069
240,01070,US,Plainfield,MA,42.5196030000,-72.9251860000,US-MA-Plainfield-01070
241,01071,US,Russell,MA,42.1692240000,-72.8545020000,US-MA-Russell-01071
242,01072,US,Shutesbury,MA,42.4630220000,-72.4199980000,US-MA-Shutesbury-01072
243,01073,US,Southampton,MA,42.2305860000,-72.7410340000,US-MA-Southampton-01073
244,01074,US,South Barre,MA,42.3824000000,-72.0998000000,US-MA-South Barre-01074
245,01075,US,South Hadley,MA,42.2585910000,-72.5759360000,US-MA-South Hadley-01075
246,01077,US,Southwick,MA,42.0499220000,-72.7721970000,US-MA-Southwick-01077
247,01079,US,Thorndike,MA,42.1968000000,-72.3271000000,US-MA-Thorndike-01079
248,01080,US,Three Rivers,MA,42.1783480000,-72.3705040000,US-MA-Three Rivers-01080
249,01081,US,Wales,MA,42.0618180000,-72.2314150000,US-MA-Wales-01081
250,01082,US,Ware,MA,42.2888720000,-72.2775660000,US-MA-Ware-01082
251,01083,US,Warren,MA,42.2029920000,-72.1974310000,US-MA-Warren-01083
252,01084,US,West Chesterfield,MA,42.3867920000,-72.8794150000,US-MA-West Chesterfield-01084
253,01085,US,Westfield,MA,42.1627250000,-72.7713740000,US-MA-Westfield-01085
254,01086,US,Westfield,MA,42.1253000000,-72.7501000000,US-MA-Westfield-01086
255,01088,US,West Hatfield,MA,42.3887110000,-72.6465580000,US-MA-West Hatfield-01088
256,01089,US,West Springfield,MA,42.1256820000,-72.6416770000,US-MA-West Springfield-01089
257,01090,US,West Springfield,MA,42.1068000000,-72.6206000000,US-MA-West Springfield-01090
258,01092,US,West Warren,MA,42.2024170000,-72.2216960000,US-MA-West Warren-01092
259,01093,US,Whately,MA,42.4399000000,-72.6353000000,US-MA-Whately-01093
260,01094,US,Wheelwright,MA,42.3517000000,-72.1405000000,US-MA-Wheelwright-01094
261,01095,US,Wilbraham,MA,42.1346750000,-72.4321760000,US-MA-Wilbraham-01095
262,01096,US,Williamsburg,MA,42.4361180000,-72.7700620000,US-MA-Williamsburg-01096
263,01097,US,Woronoco,MA,42.1594000000,-72.8751000000,US-MA-Woronoco-01097
264,01098,US,Worthington,MA,42.3902440000,-72.9472380000,US-MA-Worthington-01098
266,01102,US,Springfield,MA,42.1015000000,-72.5905000000,US-MA-Springfield-01102
267,01103,US,Springfield,MA,42.1033660000,-72.5905570000,US-MA-Springfield-01103
268,01104,US,Springfield,MA,42.1295400000,-72.5691760000,US-MA-Springfield-01104
269,01105,US,Springfield,MA,42.1009950000,-72.5815660000,US-MA-Springfield-01105
270,01106,US,Longmeadow,MA,42.0505600000,-72.5658840000,US-MA-Longmeadow-01106
271,01107,US,Springfield,MA,42.1213060000,-72.6089100000,US-MA-Springfield-01107
272,01108,US,Springfield,MA,42.0811400000,-72.5577830000,US-MA-Springfield-01108
273,01109,US,Springfield,MA,42.1187480000,-72.5490320000,US-MA-Springfield-01109
274,01111,US,Springfield,MA,42.1015000000,-72.5905000000,US-MA-Springfield-01111
275,01115,US,Springfield,MA,42.1015000000,-72.5905000000,US-MA-Springfield-01115
276,01116,US,Longmeadow,MA,42.0647000000,-72.5131000000,US-MA-Longmeadow-01116
277,01118,US,Springfield,MA,42.0955840000,-72.5243040000,US-MA-Springfield-01118
278,01119,US,Springfield,MA,42.1225080000,-72.5115180000,US-MA-Springfield-01119
279,01128,US,Springfield,MA,42.0958040000,-72.4855980000,US-MA-Springfield-01128
280,01129,US,Springfield,MA,42.1209740000,-72.4878720000,US-MA-Springfield-01129
281,01138,US,Springfield,MA,42.1015000000,-72.5905000000,US-MA-Springfield-01138
282,01139,US,Springfield,MA,42.1015000000,-72.5905000000,US-MA-Springfield-01139
283,01144,US,Springfield,MA,42.1032000000,-72.5916000000,US-MA-Springfield-01144
284,01151,US,Indian Orchard,MA,42.1512780000,-72.5105240000,US-MA-Indian Orchard-01151
285,01152,US,Springfield,MA,42.1028000000,-72.5921000000,US-MA-Springfield-01152
286,01199,US,Springfield,MA,42.1015000000,-72.5905000000,US-MA-Springfield-01199
287,01201,US,Pittsfield,MA,42.4665310000,-73.2893640000,US-MA-Pittsfield-01201
288,01202,US,Pittsfield,MA,42.4501000000,-73.2456000000,US-MA-Pittsfield-01202
289,01203,US,Pittsfield,MA,42.4501000000,-73.2456000000,US-MA-Pittsfield-01203
290,01220,US,Adams,MA,42.6271280000,-73.1186900000,US-MA-Adams-01220
291,01222,US,Ashley Falls,MA,42.0654320000,-73.3164790000,US-MA-Ashley Falls-01222
292,01223,US,Becket,MA,42.3240780000,-73.1308760000,US-MA-Becket-01223
293,01224,US,Berkshire,MA,42.5034680000,-73.2021130000,US-MA-Berkshire-01224
294,01225,US,Cheshire,MA,42.5582460000,-73.1479340000,US-MA-Cheshire-01225
295,01226,US,Dalton,MA,42.4766200000,-73.1467090000,US-MA-Dalton-01226
296,01227,US,Dalton,MA,42.4739000000,-73.1667000000,US-MA-Dalton-01227
297,01229,US,Glendale,MA,42.2836000000,-73.3445000000,US-MA-Glendale-01229
298,01230,US,Great Barrington,MA,42.1711620000,-73.3302610000,US-MA-Great Barrington-01230
299,01235,US,Hinsdale,MA,42.3959000000,-73.0762870000,US-MA-Hinsdale-01235
300,01236,US,Housatonic,MA,42.2630880000,-73.3834520000,US-MA-Housatonic-01236
301,01237,US,Lanesboro,MA,42.5607480000,-73.2444020000,US-MA-Lanesboro-01237
302,01238,US,Lee,MA,42.2879550000,-73.2069050000,US-MA-Lee-01238
303,01240,US,Lenox,MA,42.3664710000,-73.2711060000,US-MA-Lenox-01240
304,01242,US,Lenox Dale,MA,42.3394380000,-73.2466920000,US-MA-Lenox Dale-01242
305,01243,US,Middlefield,MA,42.3481040000,-73.0027470000,US-MA-Middlefield-01243
306,01244,US,Mill River,MA,42.1372940000,-73.1952650000,US-MA-Mill River-01244
307,01245,US,Monterey,MA,42.1798220000,-73.1968670000,US-MA-Monterey-01245
308,01247,US,North Adams,MA,42.6955580000,-73.0879920000,US-MA-North Adams-01247
309,01252,US,North Egremont,MA,42.1967000000,-73.4386000000,US-MA-North Egremont-01252
310,01253,US,Otis,MA,42.1955220000,-73.0944840000,US-MA-Otis-01253
311,01254,US,Richmond,MA,42.3790560000,-73.3658740000,US-MA-Richmond-01254
312,01255,US,Sandisfield,MA,42.1135260000,-73.1199920000,US-MA-Sandisfield-01255
313,01256,US,Savoy,MA,42.5896110000,-73.0229880000,US-MA-Savoy-01256
314,01257,US,Sheffield,MA,42.1039300000,-73.3676840000,US-MA-Sheffield-01257
315,01258,US,South Egremont,MA,42.1022330000,-73.4640800000,US-MA-South Egremont-01258
316,01259,US,Southfield,MA,42.0792080000,-73.2381820000,US-MA-Southfield-01259
317,01260,US,South Lee,MA,42.2775000000,-73.2778000000,US-MA-South Lee-01260
318,01262,US,Stockbridge,MA,42.2967790000,-73.3258800000,US-MA-Stockbridge-01262
319,01263,US,Stockbridge,MA,42.2878000000,-73.3208000000,US-MA-Stockbridge-01263
320,01264,US,Tyringham,MA,42.2265100000,-73.1976110000,US-MA-Tyringham-01264
321,01266,US,West Stockbridge,MA,42.2886580000,-73.3777780000,US-MA-West Stockbridge-01266
322,01267,US,Williamstown,MA,42.6422680000,-73.2525980000,US-MA-Williamstown-01267
323,01270,US,Windsor,MA,42.5130700000,-73.0502350000,US-MA-Windsor-01270
324,01301,US,Greenfield,MA,42.6318830000,-72.5974200000,US-MA-Greenfield-01301
325,01302,US,Greenfield,MA,42.5878000000,-72.6003000000,US-MA-Greenfield-01302
326,01330,US,Ashfield,MA,42.5258960000,-72.8093400000,US-MA-Ashfield-01330
327,01331,US,Athol,MA,42.5606830000,-72.1838980000,US-MA-Athol-01331
328,01337,US,Bernardston,MA,42.6901290000,-72.5850890000,US-MA-Bernardston-01337
329,01338,US,Buckland,MA,42.5800450000,-72.8003230000,US-MA-Buckland-01338
330,01339,US,Charlemont,MA,42.6316600000,-72.8781370000,US-MA-Charlemont-01339
331,01340,US,Colrain,MA,42.6753420000,-72.7407740000,US-MA-Colrain-01340
332,01341,US,Conway,MA,42.5097480000,-72.6990490000,US-MA-Conway-01341
333,01342,US,Deerfield,MA,42.5399880000,-72.6184330000,US-MA-Deerfield-01342
334,01343,US,Drury,MA,42.6516640000,-72.9907950000,US-MA-Drury-01343
335,01344,US,Erving,MA,42.6089140000,-72.4245600000,US-MA-Erving-01344
336,01346,US,Heath,MA,42.6657240000,-72.8332940000,US-MA-Heath-01346
337,01347,US,Lake Pleasant,MA,42.5567000000,-72.5186000000,US-MA-Lake Pleasant-01347
338,01349,US,Millers Falls,MA,42.5739380000,-72.4841960000,US-MA-Millers Falls-01349
339,01350,US,Monroe Bridge,MA,42.7211880000,-72.9751620000,US-MA-Monroe Bridge-01350
340,01351,US,Montague,MA,42.5482170000,-72.5111660000,US-MA-Montague-01351
341,01354,US,Gill,MA,42.6384100000,-72.5094880000,US-MA-Gill-01354
342,01355,US,New Salem,MA,42.4260360000,-72.3164180000,US-MA-New Salem-01355
343,01360,US,Northfield,MA,42.6665190000,-72.4468820000,US-MA-Northfield-01360
344,01364,US,Orange,MA,42.6204580000,-72.2944440000,US-MA-Orange-01364
345,01366,US,Petersham,MA,42.4458720000,-72.2135240000,US-MA-Petersham-01366
346,01367,US,Rowe,MA,42.6958700000,-72.9349490000,US-MA-Rowe-01367
347,01368,US,Royalston,MA,42.6704690000,-72.1970260000,US-MA-Royalston-01368
348,01370,US,Shelburne Falls,MA,42.6014380000,-72.7391080000,US-MA-Shelburne Falls-01370
349,01373,US,South Deerfield,MA,42.4649140000,-72.6171600000,US-MA-South Deerfield-01373
350,01375,US,Sunderland,MA,42.4661060000,-72.5554540000,US-MA-Sunderland-01375
351,01376,US,Turners Falls,MA,42.5934040000,-72.5400410000,US-MA-Turners Falls-01376
352,01378,US,Warwick,MA,42.6663380000,-72.3448740000,US-MA-Warwick-01378
353,01379,US,Wendell,MA,42.5546540000,-72.4082950000,US-MA-Wendell-01379
354,01380,US,Wendell Depot,MA,42.5883680000,-72.3959560000,US-MA-Wendell Depot-01380
355,01420,US,Fitchburg,MA,42.5828120000,-71.8065900000,US-MA-Fitchburg-01420
356,01430,US,Ashburnham,MA,42.6556560000,-71.9220120000,US-MA-Ashburnham-01430
357,01431,US,Ashby,MA,42.6735910000,-71.8343370000,US-MA-Ashby-01431
358,01432,US,Ayer,MA,42.5629120000,-71.5688240000,US-MA-Ayer-01432
359,01434,US,Devens,MA,42.5349580000,-71.6114840000,US-MA-Devens-01434
360,01436,US,Baldwinville,MA,42.6001220000,-72.0863160000,US-MA-Baldwinville-01436
361,01438,US,East Templeton,MA,42.5650920000,-72.0315690000,US-MA-East Templeton-01438
362,01440,US,Gardner,MA,42.5899660000,-71.9860540000,US-MA-Gardner-01440
363,01441,US,Westminster,MA,42.5750000000,-71.9988000000,US-MA-Westminster-01441
364,01450,US,Groton,MA,42.6161900000,-71.5768080000,US-MA-Groton-01450
365,01451,US,Harvard,MA,42.4985460000,-71.5818620000,US-MA-Harvard-01451
366,01452,US,Hubbardston,MA,42.4841680000,-72.0111970000,US-MA-Hubbardston-01452
367,01453,US,Leominster,MA,42.5244680000,-71.7722120000,US-MA-Leominster-01453
368,01460,US,Littleton,MA,42.5379580000,-71.4849740000,US-MA-Littleton-01460
369,01462,US,Lunenburg,MA,42.5871420000,-71.7209240000,US-MA-Lunenburg-01462
370,01463,US,Pepperell,MA,42.6655240000,-71.5993560000,US-MA-Pepperell-01463
371,01464,US,Shirley,MA,42.5795020000,-71.6445120000,US-MA-Shirley-01464
372,01467,US,Still River,MA,42.4844200000,-71.6289700000,US-MA-Still River-01467
373,01468,US,Templeton,MA,42.5431620000,-72.0668540000,US-MA-Templeton-01468
374,01469,US,Townsend,MA,42.6595570000,-71.7022880000,US-MA-Townsend-01469
375,01470,US,Groton,MA,42.6112000000,-71.5752000000,US-MA-Groton-01470
376,01471,US,Groton,MA,42.6112000000,-71.5752000000,US-MA-Groton-01471
377,01472,US,West Groton,MA,42.6006000000,-71.6302000000,US-MA-West Groton-01472
378,01473,US,Westminster,MA,42.5594790000,-71.9087060000,US-MA-Westminster-01473
379,01474,US,West Townsend,MA,42.6696700000,-71.7433760000,US-MA-West Townsend-01474
380,01475,US,Winchendon,MA,42.6608660000,-72.0488980000,US-MA-Winchendon-01475
381,01477,US,Winchendon Springs,MA,42.7021000000,-72.0237000000,US-MA-Winchendon Springs-01477
382,01501,US,Auburn,MA,42.1956750000,-71.8460700000,US-MA-Auburn-01501
383,01503,US,Berlin,MA,42.3842340000,-71.6293660000,US-MA-Berlin-01503
384,01504,US,Blackstone,MA,42.0395260000,-71.5306570000,US-MA-Blackstone-01504
385,01505,US,Boylston,MA,42.3539700000,-71.7173530000,US-MA-Boylston-01505
386,01506,US,Brookfield,MA,42.1944980000,-72.1038220000,US-MA-Brookfield-01506
387,01507,US,Charlton,MA,42.1317750000,-71.9732050000,US-MA-Charlton-01507
388,01508,US,Charlton City,MA,42.1476000000,-71.9982000000,US-MA-Charlton City-01508
389,01509,US,Charlton Depot,MA,42.1733000000,-71.9794000000,US-MA-Charlton Depot-01509
390,01510,US,Clinton,MA,42.4132000000,-71.6912700000,US-MA-Clinton-01510
391,01515,US,East Brookfield,MA,42.2072550000,-72.0489140000,US-MA-East Brookfield-01515
392,01516,US,Douglas,MA,42.0545730000,-71.7547060000,US-MA-Douglas-01516
393,01517,US,East Princeton,MA,42.4728000000,-71.8395000000,US-MA-East Princeton-01517
394,01518,US,Fiskdale,MA,42.1064730000,-72.1140440000,US-MA-Fiskdale-01518
395,01519,US,Grafton,MA,42.2029610000,-71.6810700000,US-MA-Grafton-01519
396,01520,US,Holden,MA,42.3337980000,-71.8532660000,US-MA-Holden-01520
397,01521,US,Holland,MA,42.0645040000,-72.1684240000,US-MA-Holland-01521
398,01522,US,Jefferson,MA,42.3763550000,-71.8723140000,US-MA-Jefferson-01522
399,01523,US,Lancaster,MA,42.4721200000,-71.6676420000,US-MA-Lancaster-01523
400,01524,US,Leicester,MA,42.2401440000,-71.9187650000,US-MA-Leicester-01524
401,01525,US,Linwood,MA,42.0973000000,-71.6455000000,US-MA-Linwood-01525
402,01526,US,Manchaug,MA,42.0945000000,-71.7482000000,US-MA-Manchaug-01526
403,01527,US,Millbury,MA,42.1908000000,-71.7794740000,US-MA-Millbury-01527
404,01529,US,Millville,MA,42.0394690000,-71.5773230000,US-MA-Millville-01529
405,01531,US,New Braintree,MA,42.3204520000,-72.1294920000,US-MA-New Braintree-01531
406,01532,US,Northborough,MA,42.3300730000,-71.6351760000,US-MA-Northborough-01532
407,01534,US,Northbridge,MA,42.1362020000,-71.6426740000,US-MA-Northbridge-01534
408,01535,US,North Brookfield,MA,42.2689250000,-72.0829300000,US-MA-North Brookfield-01535
409,01536,US,North Grafton,MA,42.2248120000,-71.6893300000,US-MA-North Grafton-01536
410,01537,US,North Oxford,MA,42.1629440000,-71.8911570000,US-MA-North Oxford-01537
411,01538,US,North Uxbridge,MA,42.0878000000,-71.6417000000,US-MA-North Uxbridge-01538
412,01540,US,Oxford,MA,42.1214820000,-71.8540260000,US-MA-Oxford-01540
413,01541,US,Princeton,MA,42.4569090000,-71.8908060000,US-MA-Princeton-01541
414,01542,US,Rochdale,MA,42.2012580000,-71.9107580000,US-MA-Rochdale-01542
415,01543,US,Rutland,MA,42.3831170000,-71.9615660000,US-MA-Rutland-01543
416,01545,US,Shrewsbury,MA,42.2867800000,-71.7136160000,US-MA-Shrewsbury-01545
417,01546,US,Shrewsbury,MA,42.2959000000,-71.7134000000,US-MA-Shrewsbury-01546
418,01550,US,Southbridge,MA,42.0675720000,-72.0440070000,US-MA-Southbridge-01550
419,01560,US,South Grafton,MA,42.1747620000,-71.6798420000,US-MA-South Grafton-01560
420,01561,US,South Lancaster,MA,42.4444000000,-71.6876000000,US-MA-South Lancaster-01561
421,01562,US,Spencer,MA,42.2479620000,-71.9907420000,US-MA-Spencer-01562
422,01564,US,Sterling,MA,42.4393220000,-71.7766080000,US-MA-Sterling-01564
423,01566,US,Sturbridge,MA,42.1016360000,-72.0798060000,US-MA-Sturbridge-01566
424,01568,US,Upton,MA,42.1761330000,-71.6045290000,US-MA-Upton-01568
425,01569,US,Uxbridge,MA,42.0625420000,-71.6436500000,US-MA-Uxbridge-01569
426,01570,US,Webster,MA,42.0582010000,-71.8480670000,US-MA-Webster-01570
427,01571,US,Dudley,MA,42.0596830000,-71.9367680000,US-MA-Dudley-01571
428,01580,US,Westborough,MA,42.2695000000,-71.6164000000,US-MA-Westborough-01580
429,01581,US,Westborough,MA,42.2661530000,-71.6092200000,US-MA-Westborough-01581
430,01582,US,Westborough,MA,42.2695000000,-71.6164000000,US-MA-Westborough-01582
431,01583,US,West Boylston,MA,42.3591460000,-71.7823840000,US-MA-West Boylston-01583
432,01585,US,West Brookfield,MA,42.2275960000,-72.1645980000,US-MA-West Brookfield-01585
433,01586,US,West Millbury,MA,42.1756000000,-71.8027000000,US-MA-West Millbury-01586
434,01588,US,Whitinsville,MA,42.1256590000,-71.6641190000,US-MA-Whitinsville-01588
435,01590,US,Sutton,MA,42.1354370000,-71.7558460000,US-MA-Sutton-01590
436,01601,US,Worcester,MA,42.2627000000,-71.8028000000,US-MA-Worcester-01601
437,01602,US,Worcester,MA,42.2744020000,-71.8477560000,US-MA-Worcester-01602
438,01603,US,Worcester,MA,42.2446770000,-71.8448080000,US-MA-Worcester-01603
439,01604,US,Worcester,MA,42.2491980000,-71.7649080000,US-MA-Worcester-01604
440,01605,US,Worcester,MA,42.2889150000,-71.7957800000,US-MA-Worcester-01605
441,01606,US,Worcester,MA,42.3133140000,-71.7963460000,US-MA-Worcester-01606
442,01607,US,Worcester,MA,42.2254380000,-71.7872400000,US-MA-Worcester-01607
443,01608,US,Worcester,MA,42.2585920000,-71.8030340000,US-MA-Worcester-01608
444,01609,US,Worcester,MA,42.2875500000,-71.8306700000,US-MA-Worcester-01609
445,01610,US,Worcester,MA,42.2426120000,-71.8104320000,US-MA-Worcester-01610
446,01611,US,Cherry Valley,MA,42.2352190000,-71.8768920000,US-MA-Cherry Valley-01611
447,01612,US,Paxton,MA,42.3151840000,-71.9345350000,US-MA-Paxton-01612
448,01613,US,Worcester,MA,42.2627000000,-71.8028000000,US-MA-Worcester-01613
449,01614,US,Worcester,MA,42.2627000000,-71.8028000000,US-MA-Worcester-01614
450,01615,US,Worcester,MA,42.2627000000,-71.8028000000,US-MA-Worcester-01615
451,01653,US,Worcester,MA,42.2627000000,-71.8028000000,US-MA-Worcester-01653
452,01654,US,Worcester,MA,42.2627000000,-71.8028000000,US-MA-Worcester-01654
453,01655,US,Worcester,MA,42.2627000000,-71.8028000000,US-MA-Worcester-01655
454,01701,US,Framingham,MA,42.3231680000,-71.4351880000,US-MA-Framingham-01701
455,01702,US,Framingham,MA,42.2787480000,-71.4436160000,US-MA-Framingham-01702
456,01703,US,Framingham,MA,42.3026000000,-71.4236000000,US-MA-Framingham-01703
457,01704,US,Framingham,MA,42.3026000000,-71.4236000000,US-MA-Framingham-01704
458,01705,US,Framingham,MA,42.3026000000,-71.4236000000,US-MA-Framingham-01705
459,01718,US,Village Of Nagog Woods,MA,42.5194690000,-71.4289820000,US-MA-Village Of Nagog Woods-01718
460,01719,US,Boxborough,MA,42.4913590000,-71.5177260000,US-MA-Boxborough-01719
461,01720,US,Acton,MA,42.4841740000,-71.4395010000,US-MA-Acton-01720
462,01721,US,Ashland,MA,42.2593900000,-71.4682540000,US-MA-Ashland-01721
463,01730,US,Bedford,MA,42.4998800000,-71.2753080000,US-MA-Bedford-01730
464,01731,US,Hanscom AFB,MA,42.4630520000,-71.2850980000,US-MA-Hanscom AFB-01731
465,01740,US,Bolton,MA,42.4381640000,-71.6048900000,US-MA-Bolton-01740
466,01741,US,Carlisle,MA,42.5321300000,-71.3524610000,US-MA-Carlisle-01741
467,01742,US,Concord,MA,42.4606120000,-71.3642310000,US-MA-Concord-01742
468,01745,US,Fayville,MA,42.2915010000,-71.5001580000,US-MA-Fayville-01745
469,01746,US,Holliston,MA,42.1974340000,-71.4411870000,US-MA-Holliston-01746
470,01747,US,Hopedale,MA,42.1270000000,-71.5357780000,US-MA-Hopedale-01747
471,01748,US,Hopkinton,MA,42.2266480000,-71.5314660000,US-MA-Hopkinton-01748
472,01749,US,Hudson,MA,42.3891190000,-71.5388020000,US-MA-Hudson-01749
473,01752,US,Marlborough,MA,42.3459210000,-71.5509430000,US-MA-Marlborough-01752
474,01754,US,Maynard,MA,42.4284930000,-71.4577100000,US-MA-Maynard-01754
475,01756,US,Mendon,MA,42.1038120000,-71.5446180000,US-MA-Mendon-01756
476,01757,US,Milford,MA,42.1538080000,-71.5257600000,US-MA-Milford-01757
477,01760,US,Natick,MA,42.2871500000,-71.3523320000,US-MA-Natick-01760
478,01770,US,Sherborn,MA,42.2313440000,-71.3746310000,US-MA-Sherborn-01770
479,01772,US,Southborough,MA,42.2965330000,-71.5352090000,US-MA-Southborough-01772
480,01773,US,Lincoln,MA,42.4271590000,-71.3124420000,US-MA-Lincoln-01773
481,01775,US,Stow,MA,42.4298670000,-71.5035940000,US-MA-Stow-01775
482,01776,US,Sudbury,MA,42.3888280000,-71.4230400000,US-MA-Sudbury-01776
483,01778,US,Wayland,MA,42.3611900000,-71.3629330000,US-MA-Wayland-01778
484,01784,US,Woodville,MA,42.2376000000,-71.5627000000,US-MA-Woodville-01784
485,01801,US,Woburn,MA,42.4895260000,-71.1588840000,US-MA-Woburn-01801
486,01803,US,Burlington,MA,42.5059880000,-71.2045360000,US-MA-Burlington-01803
487,01805,US,Burlington,MA,42.5044000000,-71.1964000000,US-MA-Burlington-01805
488,01807,US,Woburn,MA,42.4793000000,-71.1526000000,US-MA-Woburn-01807
489,01810,US,Andover,MA,42.6495780000,-71.1660280000,US-MA-Andover-01810
490,01812,US,Andover,MA,42.6585000000,-71.1377000000,US-MA-Andover-01812
491,01813,US,Woburn,MA,42.4793000000,-71.1526000000,US-MA-Woburn-01813
492,01815,US,Woburn,MA,42.4793000000,-71.1526000000,US-MA-Woburn-01815
493,01821,US,Billerica,MA,42.5490690000,-71.2558800000,US-MA-Billerica-01821
494,01822,US,Billerica,MA,42.5586000000,-71.2695000000,US-MA-Billerica-01822
495,01824,US,Chelmsford,MA,42.5877710000,-71.3517600000,US-MA-Chelmsford-01824
496,01826,US,Dracut,MA,42.6925600000,-71.3090280000,US-MA-Dracut-01826
497,01827,US,Dunstable,MA,42.6731980000,-71.5022420000,US-MA-Dunstable-01827
498,01830,US,Haverhill,MA,42.7951900000,-71.0556300000,US-MA-Haverhill-01830
499,01831,US,Haverhill,MA,42.7763000000,-71.0778000000,US-MA-Haverhill-01831
500,01832,US,Haverhill,MA,42.7911760000,-71.1292950000,US-MA-Haverhill-01832
501,01833,US,Georgetown,MA,42.7238220000,-70.9782200000,US-MA-Georgetown-01833
502,01834,US,Groveland,MA,42.7509200000,-71.0099290000,US-MA-Groveland-01834
503,01835,US,Haverhill,MA,42.7535460000,-71.0866540000,US-MA-Haverhill-01835
504,01840,US,Lawrence,MA,42.7059400000,-71.1597530000,US-MA-Lawrence-01840
505,01841,US,Lawrence,MA,42.7086530000,-71.1632820000,US-MA-Lawrence-01841
506,01842,US,Lawrence,MA,42.7069000000,-71.1660000000,US-MA-Lawrence-01842
507,01843,US,Lawrence,MA,42.6915730000,-71.1611020000,US-MA-Lawrence-01843
508,01844,US,Methuen,MA,42.7318610000,-71.1857800000,US-MA-Methuen-01844
509,01845,US,North Andover,MA,42.6730220000,-71.0880490000,US-MA-North Andover-01845
