state,lat,lng
MA,42.501286,-71.066727
MA,42.7077,-71.0658
MA,42.588996,-71.441744
MA,42.565327,-71.174652
MA,42.4806,-71.1516
MA,42.5763,-71.0788
MA,42.449942,-71.14999
MA,42.6586,-71.1375
MA,42.460542,-70.94614
MA,42.473415,-70.942636
MA,42.4638,-70.9479
MA,42.489185,-70.968944
MA,42.475945,-70.980115
MA,42.467474,-71.012852
MA,42.47517,-70.904971
MA,42.435967,-70.920912
MA,42.4667,-70.9503
MA,42.853164,-70.951838
MA,42.567821,-70.85808
MA,42.679297,-71.029386
MA,42.758286,-70.917065
MA,42.576767,-70.951352
MA,42.632303,-70.77843
MA,42.630956,-70.683382
MA,42.6159,-70.6627
MA,42.6208,-70.8578
MA,42.5834,-70.9859
MA,42.682948,-70.847264
MA,42.538193,-71.030538
MA,42.57953,-70.765114
MA,42.500168,-70.864898
MA,42.602573,-71.013696
MA,42.81423,-70.874524
MA,42.755307,-70.849598
MA,42.850347,-70.863299
MA,42.532576,-70.97366
MA,42.5278,-70.9294
MA,42.559,-70.8253
MA,42.66054,-70.616169
MA,42.717874,-70.895394
MA,42.514708,-70.907522
MA,42.5195,-70.8972
MA,42.626832,-70.860216
MA,42.635633,-70.944318
MA,42.601974,-70.872882
MA,42.791528,-70.968849
MA,42.1747,-70.8845
MA,42.076452,-71.472236
MA,42.0863,-70.6417
MA,42.18271,-71.122104
MA,42.232751,-70.815908
MA,42.244598,-71.181152
MA,42.2472,-71.1664
MA,42.241727,-71.287522
MA,42.154132,-71.215034
MA,42.060874,-71.235452
MA,42.087009,-71.407757
MA,42.1792,-70.7501
MA,42.0775,-70.65
MA,42.215769,-70.879249
MA,42.2039,-70.8789
MA,42.284262,-70.888204
MA,42.1361,-70.6908
MA,42.016984,-71.221894
MA,42.111083,-70.713148
MA,42.1459,-70.7405
MA,42.182364,-71.310053
MA,42.152946,-71.427022
MA,42.16616,-71.361252
MA,42.2403,-70.7626
MA,42.116503,-71.331134
MA,42.1434,-70.7705
MA,42.2187,-70.7861
MA,42.151425,-70.821397
MA,42.181894,-71.19668
MA,42.0918,-70.7061
MA,42.207539,-70.775681
MA,42.111125,-71.185819
MA,42.0283,-71.3976
MA,42.101912,-71.272054
MA,42.11855,-71.103346
MA,42.150832,-71.258996
MA,42.221173,-71.199439
MA,42.055321,-71.371588
MA,42.357322,-71.0645
MA,42.363244,-71.053774
MA,42.358162,-71.054065
MA,42.350274,-71.058768
MA,42.3586,-71.0605
MA,42.365161,-71.055472
MA,42.36225,-71.067337
MA,42.342124,-71.096672
MA,42.350571,-71.076869
MA,42.3586,-71.0605
MA,42.337039,-71.072034
MA,42.323038,-71.084684
MA,42.332608,-71.09653
MA,42.307319,-71.085935
MA,42.296954,-71.054622
MA,42.3586,-71.0605
MA,42.28491,-71.069753
MA,42.315824,-71.055735
MA,42.275794,-71.090714
MA,42.336076,-71.035834
MA,42.373323,-71.015505
MA,42.38168,-71.064086
MA,42.310509,-71.117394
MA,42.283528,-71.121772
MA,42.279314,-71.165852
MA,42.3572,-71.0796
MA,42.357649,-71.128887
MA,42.348778,-71.155071
MA,42.252918,-71.129278
MA,42.3586,-71.0605
MA,42.380054,-71.132952
MA,42.364397,-71.101196
MA,42.393254,-71.13454
MA,42.370159,-71.080748
MA,42.36249,-71.080492
MA,42.382964,-71.095574
MA,42.402311,-71.12037
MA,42.391354,-71.092668
MA,42.43279,-71.054417
MA,42.405952,-71.051671
MA,42.39959,-71.03156
MA,42.419035,-70.996328
MA,42.367752,-70.97545
MA,42.403614,-71.120162
MA,42.424993,-71.111104
MA,42.4293,-71.1285
MA,42.368405,-71.127172
MA,42.242921,-71.009972
MA,42.267422,-71.016594
MA,42.296117,-70.999722
MA,42.457592,-71.054207
MA,42.473096,-71.09709
MA,42.203355,-71.004824
MA,42.2101,-70.9902
MA,42.239587,-71.081122
MA,42.2795,-71.0782
MA,42.207039,-70.953848
MA,42.21447,-70.933358
MA,42.165033,-70.950188
MA,42.246844,-70.943521
MA,42.3586,-71.0603
MA,42.347435,-71.082265
MA,42.3586,-71.0603
MA,42.3612,-71.0603
MA,42.3586,-71.0603
MA,42.3512,-71.0536
MA,42.3586,-71.0603
MA,42.346571,-71.039563
MA,42.3586,-71.0603
MA,42.3362,-71.0176
MA,42.345189,-71.106132
MA,42.3586,-71.0603
MA,42.366297,-71.062845
MA,42.3739,-71.015
MA,42.3669,-71.1002
MA,42.3586,-71.0603
MA,42.3586,-71.0603
MA,42.2528,-71.0025
MA,42.3586,-71.0603
MA,42.3586,-71.0603
MA,42.3586,-71.0603
MA,42.3586,-71.0603
MA,42.3586,-71.0603
MA,42.34,-71.05
MA,42.07848,-71.038417
MA,42.085916,-71.000073
MA,42.0834,-71.0188
MA,42.0834,-71.0188
MA,42.0834,-71.0188
MA,42.128841,-71.046906
MA,41.970648,-70.973158
MA,41.99013,-70.9631
MA,42.0425,-70.8459
MA,41.874056,-70.764752
MA,42.0414,-70.6726
MA,42.045707,-70.690549
MA,42.033736,-70.942548
MA,42.0275,-71.1279
MA,42.0154,-70.9646
MA,41.987159,-70.859338
MA,42.122752,-70.851774
MA,42.1223,-70.8564
MA,42.055769,-70.87398
MA,42.143757,-71.003207
MA,41.8934,-70.9117
MA,41.8975,-70.5426
MA,41.882196,-70.879797
MA,41.84096,-70.956121
MA,41.8934,-70.9117
MA,41.8934,-70.9117
MA,42.017,-70.8499
MA,42.119377,-70.959396
MA,41.9272,-70.7516
MA,42.054402,-71.121102
MA,42.059326,-71.07937
MA,42.1024,-70.7739
MA,42.064865,-70.798555
MA,41.873369,-70.639662
MA,41.9583,-70.6675
MA,41.9583,-70.6675
MA,41.978084,-70.746086
MA,41.85384,-70.655726
MA,41.971449,-70.810876
MA,42.170254,-71.061724
MA,42.128818,-70.912354
MA,42.025622,-71.108428
MA,42.017525,-71.023459
MA,41.9317,-70.56
MA,42.081178,-70.939436
MA,42.457706,-71.216824
MA,42.443014,-71.234851
MA,42.322072,-71.13129
MA,42.343335,-71.122762
MA,42.3336,-71.1237
MA,42.397322,-71.259369
MA,42.394783,-71.216868
MA,42.369984,-71.232748
MA,42.3767,-71.2363
MA,42.3586,-71.0605
MA,42.3601,-71.1308
MA,42.2988,-71.2601
MA,42.35342,-71.183562
MA,42.312221,-71.1947
MA,42.352287,-71.207258
MA,42.314007,-71.20848
MA,42.33117,-71.256202
MA,42.313194,-71.218719
MA,42.350429,-71.225614
MA,42.34508,-71.247189
MA,42.318788,-71.15699
MA,42.326539,-71.231852
MA,42.3708,-71.1833
MA,42.372094,-71.178567
MA,42.417192,-71.161109
MA,42.4288,-71.1494
MA,42.415132,-71.17662
MA,42.3708,-71.1833
MA,42.3955,-71.182105
MA,42.4202,-71.2019
MA,42.309348,-71.272442
MA,42.2935,-71.299285
MA,42.277716,-71.244942
MA,42.357814,-71.295386
MA,42.299724,-71.229804
MA,42.3367,-71.2094
MA,41.727207,-70.587977
MA,41.666811,-70.617634
MA,41.328156,-70.744782
MA,41.599718,-70.562314
MA,41.729997,-70.436664
MA,41.77186,-70.648056
MA,41.384969,-70.530625
MA,41.578251,-70.62514
MA,41.5516,-70.6156
MA,41.659229,-70.552098
MA,41.528153,-70.663642
MA,41.3648,-70.7515
MA,41.7141,-70.6147
MA,41.315734,-70.119656
MA,41.638244,-70.627712
MA,41.4451,-70.5647
MA,41.747224,-70.654436
MA,41.687945,-70.622408
MA,41.772,-70.5366
MA,41.792226,-70.518358
MA,41.71962,-70.477866
MA,41.2623,-69.9668
MA,41.6406,-70.6334
MA,41.414904,-70.63079
MA,41.766592,-70.700716
MA,41.4768,-70.6027
MA,41.6059,-70.6459
MA,41.396092,-70.640244
MA,41.773512,-70.76777
MA,41.2836,-70.1002
MA,41.656828,-70.293756
MA,41.69656,-70.295362
MA,41.746943,-70.069488
MA,41.657055,-70.347382
MA,41.688917,-69.979888
MA,41.6487,-70.3486
MA,41.622297,-70.43606
MA,41.6991,-70.2777
MA,41.734252,-70.198173
MA,41.670696,-70.137566
MA,41.7486,-70.1649
MA,41.837645,-69.975125
MA,41.7966,-69.9568
MA,41.693166,-70.517618
MA,41.702193,-70.06288
MA,41.672796,-70.069212
MA,41.635079,-70.307345
MA,41.670439,-70.413412
MA,41.617175,-70.492455
MA,41.70339,-69.966802
MA,41.8477,-70.0042
MA,42.043244,-70.103584
MA,41.748664,-69.974607
MA,41.635799,-70.391091
MA,42.050907,-70.196323
MA,41.683908,-70.022303
MA,41.713662,-70.15542
MA,41.676199,-70.039702
MA,41.7567,-69.9938
MA,41.9196,-69.9971
MA,41.671128,-70.193735
MA,41.998127,-70.040339
MA,41.933858,-70.018763
MA,41.708108,-70.345734
MA,41.670312,-69.992893
MA,41.660756,-70.171358
MA,41.670829,-70.111338
MA,41.635254,-70.319201
MA,41.648566,-70.24147
MA,41.707586,-70.229984
MA,41.78528,-71.066659
MA,41.938267,-71.294158
MA,41.9488,-71.2266
MA,41.465688,-70.812907
MA,41.5766,-71.0106
MA,41.81692,-71.153046
MA,41.7526,-70.981486
MA,41.867286,-71.015712
MA,41.631336,-70.867055
MA,41.73162,-71.109006
MA,41.668285,-71.148002
MA,41.7014,-71.1558
MA,41.693094,-71.130534
MA,41.686912,-71.180238
MA,41.723498,-71.175562
MA,41.757258,-71.150943
MA,41.718104,-70.760418
MA,41.664798,-70.810768
MA,41.632164,-70.940609
MA,41.6363,-70.9347
MA,41.6363,-70.9347
MA,41.71384,-70.899388
MA,41.609164,-70.915838
MA,41.712357,-70.949081
MA,41.66298,-70.944832
MA,41.652628,-71.009691
MA,41.561034,-70.981043
MA,41.965624,-71.325271
MA,41.9834,-71.3336
MA,42.01475,-71.333826
MA,41.972565,-71.307299
MA,41.855956,-71.15512
MA,41.955916,-71.17785
MA,41.938566,-71.058468
MA,41.9237,-71.0526
MA,41.843192,-71.244624
MA,41.752693,-70.8466
MA,41.840137,-71.318813
MA,41.753177,-71.2342
MA,41.825889,-71.070392
MA,41.909886,-71.118924
MA,41.9058,-71.1056
MA,41.611414,-71.081786
MA,41.522,-71.0751
RI,41.5544,-71.1314
RI,41.9514,-71.4551
RI,41.435056,-71.762348
RI,41.741936,-71.319225
RI,41.1892,-71.578613
RI,41.410268,-71.742223
RI,41.678546,-71.271001
RI,41.474846,-71.658556
RI,41.39589,-71.662973
RI,41.905258,-71.68744
RI,41.770702,-71.665542
RI,41.693331,-71.636343
RI,41.629228,-71.665956
RI,41.643752,-71.477766
RI,41.55318,-71.652698
RI,41.7345,-71.5488
RI,41.9458,-71.7004
RI,41.790296,-71.694827
RI,41.9762,-71.6332
RI,41.691646,-71.727178
RI,41.881356,-71.553282
RI,41.8875,-71.5975
RI,41.972358,-71.64741
RI,41.750858,-71.588708
RI,41.501408,-71.728853
RI,41.479449,-71.775204
RI,41.511087,-71.371733
RI,41.44828,-71.621769
RI,41.50857,-71.164533
RI,41.965252,-71.471228
RI,41.942189,-71.635123
RI,41.485043,-71.32447
RI,41.528484,-71.316242
RI,41.517342,-71.271916
RI,41.58805,-71.46202
RI,41.823378,-71.643826
RI,41.964108,-71.653373
RI,41.965405,-71.721682
RI,41.875246,-71.39451
RI,41.87832,-71.353902
RI,41.8787,-71.3832
RI,41.890756,-71.394154
RI,41.956004,-71.433618
RI,41.919332,-71.442985
RI,41.585358,-71.25741
RI,41.622586,-71.334696
RI,41.5094,-71.7843
RI,41.518623,-71.466928
RI,41.455855,-71.638788
RI,42.0033,-71.5855
RI,41.538082,-71.532386
RI,41.609222,-71.174456
RI,41.42765,-71.536358
RI,41.4374,-71.5016
RI,41.480326,-71.518988
RI,41.426821,-71.46619
RI,41.4529,-71.499
RI,41.729952,-71.25819
RI,41.705329,-71.460974
RI,41.6918,-71.3795
RI,41.74862,-71.411632
RI,41.70121,-71.392476
RI,41.361477,-71.802414
RI,41.51033,-71.59057
RI,41.69727,-71.509664
RI,41.462121,-71.701692
RI,41.997922,-71.498851
RI,41.974748,-71.545054
RI,41.522184,-71.66979
RI,41.8238,-71.4133
RI,41.8238,-71.4133
RI,41.818167,-71.409728
RI,41.854638,-71.437492
RI,41.786946,-71.399192
RI,41.83815,-71.393139
RI,41.795126,-71.424764
RI,41.839296,-71.438804
RI,41.822232,-71.448292
RI,41.776088,-71.434314
RI,41.853544,-71.472467
RI,41.826254,-71.402502
RI,41.811429,-71.363076
RI,41.776856,-71.350262
RI,41.842966,-71.355321
RI,41.903624,-71.528881
RI,41.844266,-71.434916
RI,41.82785,-71.518132
RI,41.768472,-71.46846
RI,41.761729,-71.517696
RI,41.8238,-71.4133
NH,42.869612,-71.611033
NH,42.988876,-71.345832
NH,42.749144,-71.673254
NH,43.070868,-71.312028
NH,42.970678,-71.239531
NH,43.147942,-71.248659
NH,42.890934,-71.276314
NH,43.0484,-71.2493
NH,42.8946,-71.2917
NH,43.048367,-71.080035
NH,42.995706,-71.816523
NH,42.990024,-71.129684
NH,43.020926,-71.570426
NH,43.106693,-71.589231
NH,42.941928,-71.874975
NH,42.751118,-71.761631
NH,42.752872,-71.583438
NH,42.761768,-71.412573
NH,42.850204,-71.454862
NH,42.873066,-71.390857
NH,42.851797,-71.514782
NH,42.819477,-71.667999
NH,42.899185,-71.688248
NH,42.734521,-71.462396
NH,42.7656,-71.4682
NH,42.730416,-71.494756
NH,42.771339,-71.52696
NH,42.782582,-71.472035
NH,42.975939,-71.681414
NH,42.751572,-71.870917
NH,42.8368,-71.2213
NH,42.741088,-71.316056
NH,43.032011,-71.196046
NH,42.794954,-71.225568
NH,42.904431,-71.777397
NH,42.83516,-71.86247
NH,42.829678,-71.7757
NH,42.805495,-71.301507
NH,42.988367,-71.465548
NH,43.007972,-71.494555
NH,42.940893,-71.444068
NH,43.015401,-71.436151
NH,42.9956,-71.4556
NH,43.065957,-71.4372
NH,42.9956,-71.4556
NH,42.9956,-71.4556
NH,42.969391,-71.404463
NH,42.939248,-71.534653
NH,42.9956,-71.4556
NH,43.946288,-71.465305
NH,43.446677,-71.796082
NH,43.724892,-71.613234
NH,43.31192,-71.248688
NH,43.463234,-71.470834
NH,43.23641,-71.960202
NH,43.61801,-71.780073
NH,43.97417,-71.580686
NH,43.354281,-71.552026
NH,43.359208,-71.23505
NH,43.707722,-71.494429
NH,43.834294,-71.447688
NH,43.199734,-71.691493
NH,43.532163,-71.85164
NH,43.4783,-71.7646
NH,43.440729,-71.952829
NH,43.216107,-71.341322
NH,43.447034,-71.675624
NH,43.431766,-71.39466
NH,43.9825,-71.8939
NH,43.576671,-71.966769
NH,43.721684,-71.833959
NH,43.169199,-71.8212
NH,43.529346,-71.755619
NH,43.119581,-71.929596
NH,43.74434,-71.598562
NH,43.565499,-71.481549
NH,43.5478,-71.4074
NH,43.56093,-71.358206
NH,44.089538,-71.58538
NH,43.4712,-71.5308
NH,43.6177,-71.478163
NH,43.705374,-71.388998
NH,43.322681,-72.006469
NH,43.614969,-71.619971
NH,43.420142,-71.985132
NH,43.257332,-71.401446
NH,43.866244,-71.40106
NH,43.358426,-71.91981
NH,43.220476,-71.204444
NH,44.023488,-71.73271
NH,43.306404,-71.307016
NH,43.721736,-71.684435
NH,43.811561,-71.8838
NH,43.380666,-71.729532
NH,43.537378,-71.603022
NH,43.2956,-71.9974
NH,43.308368,-71.916518
NH,43.8614,-71.8088
NH,43.169076,-71.410731
NH,43.432029,-71.568484
NH,43.305561,-71.873398
NH,43.941936,-71.876458
NH,43.183888,-72.093824
NH,43.08451,-71.72227
NH,43.867055,-71.949047
NH,43.490418,-72.02354
NH,43.951748,-71.621646
NH,43.44176,-71.924811
NH,43.5015,-71.5127
NH,43.127378,-71.120626
NH,43.141561,-71.129738
NH,43.9778,-71.6858
NH,43.629,-71.4937
NH,43.629,-71.4937
NH,43.230539,-71.547977
NH,43.2084,-71.5381
NH,43.301354,-71.677846
NH,43.12911,-71.542444
NH,43.2084,-71.5381
NH,43.321454,-71.441464
NH,42.976078,-72.276523
NH,42.9337,-72.2794
NH,43.060054,-71.983578
NH,42.796992,-72.435504
NH,43.018146,-71.90897
NH,42.889321,-72.451866
NH,42.893094,-72.071884
NH,43.011137,-72.217028
NH,42.854928,-72.289486
NH,42.763853,-72.138326
NH,43.033614,-72.248706
NH,42.975414,-71.996236
NH,42.948505,-72.083544
NH,42.792334,-72.501135
NH,42.831569,-72.05867
NH,42.908073,-72.171202
NH,43.126062,-72.174496
NH,43.006406,-72.11857
NH,42.875234,-71.93973
NH,42.753053,-71.983024
NH,42.892796,-72.403298
NH,43.073046,-72.117453
NH,42.831981999999996,-72.189194
NH,42.894234,-72.512886
NH,42.973622,-72.443608
NH,42.8872,-71.9856
NH,42.8602,-72.3146
NH,42.785358,-72.332757
NH,44.339116,-71.81258
NH,44.454995,-71.26073
NH,44.252772,-71.603568
NH,44.2582,-71.4419
NH,44.8964,-71.39544
NH,44.781274,-71.181857
NH,44.176082,-71.671044
NH,44.394966,-71.131572
NH,44.588774,-71.439562
NH,44.396893,-71.433988
NH,44.500107,-71.544682
NH,44.213816,-71.890048
NH,44.22007,-71.801762
NH,44.574055,-71.194828
NH,44.285464,-71.297867
NH,44.724536,-71.478154
NH,45.130172,-71.280552
NH,44.373208,-71.29162
NH,44.284763,-71.503365
NH,44.9955,-71.5318
NH,44.328802,-71.571167
NH,43.235372,-72.295949
NH,43.129196,-72.32847
NH,43.247994,-72.376191
NH,43.1281,-72.3928
NH,43.230467,-72.241716
NH,43.189457,-72.285396
NH,43.074774,-72.406308
NH,43.140715,-72.436767
NH,44.176708,-71.989437
NH,43.673746,-72.017378
NH,43.346392,-72.32987
NH,43.472002,-72.32827
NH,43.4973,-72.28
NH,43.617534,-72.114808
NH,43.5903,-72.1117
NH,43.713165,-72.208081
NH,43.443099,-72.08594
NH,43.294629,-72.112866
NH,43.507164,-72.140142
NH,43.3769,-72.1388
NH,43.716069,-72.197482
NH,43.7029,-72.2895
NH,44.038149,-72.05375
NH,43.63502,-72.231933
NH,43.82212,-72.116288
NH,43.7995,-72.1234
NH,43.529578,-72.273968
NH,44.274311,-71.998977
NH,43.374889,-72.193528
NH,44.087152,-71.986776
NH,43.897671,-72.059934
NH,43.972213,-72.037981
NH,44.034416,-71.97741
NH,43.536563,-72.28353
NH,43.384718,-72.087607
NH,43.645133,-72.293325
NH,44.083606,-71.900509
NH,43.067485,-70.799837
NH,43.0719,-70.7632
NH,43.0719,-70.7632
NH,43.0719,-70.7632
NH,43.2364,-70.8206
NH,43.473886,-71.232508
NH,43.505872,-71.274232
NH,42.839256,-71.161078
NH,44.11856,-71.282343
NH,44.056045,-71.053751
