,state,lat,lng
38427,CA,38.5819,-121.4935
11042,NC,35.340751000000004,-80.7936
21613,IA,43.302253,-95.792082
26230,IL,39.218414,-90.37437
894,NH,43.9778,-71.6858
19839,IN,40.0411,-86.8747
2903,NJ,40.264532,-74.81815999999999
8310,MD,39.60969,-77.707564
11222,NC,34.891116,-76.53506999999999
29030,NE,42.460082,-97.09585
1087,ME,43.959532,-70.90829000000001
1370,ME,44.687476000000004,-67.223715
33581,TX,30.152236,-96.922528
34336,CO,39.739940000000004,-103.37796800000001
13927,FL,27.770612,-82.636238
35797,AZ,32.8095,-109.6208
8045,MD,39.5314,-76.8232
1215,ME,44.74792,-70.705129
16227,MS,31.835869,-90.422138
346,MA,42.4667,-70.9503
15400,TN,35.027607,-84.37451800000001
9396,VA,36.624136,-81.366198
30422,AR,35.749099,-90.582885
23986,MN,48.440226,-95.786777
14453,AL,33.543002,-87.042694
38865,CA,37.6395,-120.9956
36409,NM,32.7052,-103.1355
23702,MN,44.760652,-94.981018
1231,ME,44.3108,-69.7803
23280,MN,44.98,-93.2638
4937,NY,43.145695,-77.447352
23439,MN,44.150406,-92.010812
21418,IA,42.807157000000004,-95.165976
22055,IA,41.966046,-90.46599
5810,PA,41.504942,-80.449096
10312,WV,39.48722,-80.307907
39005,CA,40.68585,-124.251
34128,CO,39.914066999999996,-105.010998
16085,MS,33.803824,-90.853544
36276,NM,35.191666,-105.081414
38452,CA,37.554668,-122.269384
34151,CO,39.742486,-104.98563600000001
33252,TX,27.525667,-98.412872
17664,OH,40.5887,-83.1288
40193,WA,48.9278,-122.3203
33155,TX,29.415274,-98.461146
29826,LA,32.5253,-93.7501
3808,NY,42.577582,-73.430679
37950,CA,36.306090000000005,-119.632116
11911,SC,34.7206,-80.7711
20997,MI,46.24596,-87.022234
31483,OK,35.087203,-94.741807
10132,WV,39.118453,-81.66837199999999
38788,CA,38.370796999999996,-120.16141499999999
29296,NE,41.813739,-103.951986
2278,CT,41.054956,-73.53873399999999
29399,LA,29.9545,-90.0753
16256,MS,32.889393,-89.98901500000001
4106,NY,41.74259,-74.844815
10210,WV,38.372486,-80.07220699999999
20318,MI,43.588158,-83.55578
34099,CO,39.737736,-105.02031699999999
29871,LA,32.524527,-92.723079
27297,MO,38.927527000000005,-94.48165
18917,OH,40.727954,-84.745662
1060,NH,43.014556,-70.90049
5124,NY,42.314336,-77.630808
36105,NM,34.504065999999995,-106.008632
6607,PA,40.679679,-76.24440600000001
133,MA,42.560683000000004,-72.183898
25347,IL,41.9008,-87.8564
35515,UT,37.745776,-112.82468
9559,WV,37.4402,-81.2444
16729,KY,38.15687,-84.718106
31227,OK,36.1537,-95.9926
36638,NV,36.1753,-115.1364
31770,TX,32.845819,-95.74866
24986,MT,48.737926,-112.640302
21018,MI,47.083548,-88.573177
15785,TN,35.1497,-90.0487
16242,MS,31.915596999999998,-89.765686
12865,GA,31.541491999999998,-83.789079
24631,ND,47.095707,-98.182135
8466,VA,38.7893,-77.1878
13488,FL,28.435714,-80.685277
8737,VA,38.208712,-78.624924
4120,NY,43.241868,-73.466629
27849,MO,37.097747,-92.479476
16597,KY,37.59255,-85.421316
17313,KY,36.860271999999995,-86.0435
22893,WI,46.517396999999995,-91.846389
37246,CA,34.186684,-118.39071799999999
40374,WA,46.9238,-122.5536
28008,KS,38.6953,-95.127998
29651,LA,30.4864,-90.9561
20783,MI,42.971016,-85.79108000000001
5252,PA,40.576388,-79.95064599999999
24499,ND,48.717493,-97.44929599999999
13949,FL,27.7709,-82.6795
30000,LA,31.7607,-93.0861
24330,SD,45.838089000000004,-101.690324
25309,IL,41.869811,-88.490088
18370,OH,40.827591999999996,-82.755554
25126,MT,45.6799,-111.0378
39806,OR,43.941525,-122.691061
13815,FL,28.690619,-82.164645
5282,PA,40.473924,-79.955892
22885,WI,45.742332,-91.47655999999999
1676,VT,44.550854,-73.229872
7473,DC,38.900999999999996,-77.01
16172,MS,33.6517,-90.2097
34932,ID,42.903512,-114.25433000000001
5689,PA,41.455197999999996,-78.53418
32832,TX,29.267269,-96.147974
12969,FL,30.103628999999998,-81.370165
15727,TN,35.257806,-89.354679
23591,MN,43.544214000000004,-94.603435
4064,NY,41.694542999999996,-74.974424
33504,TX,30.163983,-97.822647
37323,CA,34.090526000000004,-118.13460400000001
14386,AL,33.44619,-87.22299699999999
35669,AZ,33.589936,-111.80884499999999
2626,NJ,41.0868,-74.8276
3910,NY,41.855334,-74.110206
9550,VA,37.3646,-81.9914
13847,FL,27.85347,-82.28246899999999
13953,FL,27.7355,-82.7065
5345,PA,40.451294,-80.17983000000001
19902,MI,43.025795,-82.937762
21056,IA,41.643471000000005,-93.462255
37416,CA,32.8383,-116.9733
25539,IL,41.8803,-88.0152
12372,GA,34.453632,-83.47220300000001
34355,CO,39.266049,-102.44635
6395,PA,39.931822,-76.549664
20118,MI,42.658115,-83.18539799999999
19537,IN,40.269329,-85.26314
30875,OK,35.337846,-97.3533
36114,NM,35.104091,-106.674548
40745,AK,52.210572,-173.820056
10347,WV,38.18205,-80.90644
9876,WV,39.318632,-77.85326500000001
9525,VA,37.0984,-81.3411
9072,VA,37.088046999999996,-76.386472
7900,MD,39.095535999999996,-76.8021
7341,PA,40.401309999999995,-75.883512
30928,OK,34.6088,-98.3902
24717,ND,46.499190999999996,-102.785938
12708,GA,32.292382,-81.217892
26561,IL,40.048744,-89.87122600000001
35255,UT,40.4559,-109.5283
8211,MD,39.640752,-78.945642
2492,NJ,40.863688,-73.990845
35261,UT,40.501117,-109.902674
13639,FL,25.657725,-80.35899599999999
32884,TX,30.17006,-94.719066
9049,VA,36.9371,-76.2923
40225,WA,48.0909,-123.1705
2414,NJ,40.6639,-74.2111
29200,NE,40.17631,-100.871696
10671,NC,35.683682,-78.664144
17887,OH,39.821069,-82.085352
9535,VA,37.309714,-82.200604
35889,AZ,32.4997,-110.9216
5275,PA,40.384656,-80.11671199999999
28210,KS,37.903132,-95.574788
7144,PA,39.92268,-75.23354499999999
18406,OH,40.893901,-82.650883
20361,MI,43.295196999999995,-83.260162
13005,FL,29.681734000000002,-81.579706
16643,KY,37.919315999999995,-85.87455899999999
15165,AL,32.804249,-85.66996999999999
40274,WA,46.585719,-121.758657
36047,AZ,36.479904,-109.601322
36815,CA,34.027281,-118.317659
40583,WA,48.348678,-117.93933500000001
12744,GA,31.1497,-81.4917
19150,IN,41.585571,-87.379362
10821,NC,36.31114,-77.198131
9064,VA,36.9786,-76.4284
8023,MD,38.9909,-77.0267
8686,VA,38.5056,-78.9398
32540,TX,29.619640000000004,-95.195187
2540,NJ,40.191384,-74.016735
39722,OR,44.629504,-123.656296
34583,CO,37.1127,-108.1263
7514,DC,38.895,-77.0367
28592,KS,39.654322,-99.515488
26084,IL,40.877140000000004,-88.412663
27929,MO,37.2155,-93.2981
27889,MO,36.978699,-93.043613
16501,MS,33.371118,-89.427359
18995,IN,39.58733,-85.303531
27373,MO,40.164571,-94.676629
27158,MO,36.62689,-89.832208
1568,VT,43.816922,-72.218249
15433,TN,35.056005,-84.645686
15800,TN,35.1497,-90.0487
16296,MS,32.3057,-90.171563
36306,NM,34.269675,-106.85344099999999
13660,FL,25.7676,-80.1904
26879,MO,38.665788,-90.32224000000001
9674,WV,38.155172,-81.61992
39492,HI,21.3069,-157.8584
26276,IL,38.510346000000006,-89.60065
17356,KY,37.260921,-86.307516
2967,NJ,40.331234,-74.41699
31732,TX,32.7835,-96.8001
24404,ND,47.093486,-97.196946
18221,OH,41.071992,-80.873725
36398,NM,32.722931,-104.328138
16177,MS,33.757841,-90.225026
11903,SC,34.794633000000005,-80.989067
30404,AR,35.675270000000005,-90.3523
23109,MN,44.9445,-93.0932
34960,ID,43.4667,-112.0335
1672,VT,44.76607,-72.669336
27977,KS,38.973858,-95.348832
2546,NJ,40.250587,-74.00244
20380,MI,43.4062,-84.9751
6956,PA,41.696766,-76.29789699999999
9149,VA,36.823898,-77.296084
31219,OK,36.1537,-95.9926
18878,OH,41.101729999999996,-84.025576
36210,NM,36.485514,-106.40573700000002
7825,MD,38.542097999999996,-76.860264
34063,CO,39.565706,-104.857828
26953,MO,38.923509,-90.396938
13912,FL,27.9473,-82.4588
40044,WA,47.403768,-122.00586299999999
12389,GA,34.227534999999996,-83.379823
10369,WV,39.461926,-79.04415
3588,NY,40.798328999999995,-73.067897
20254,MI,43.0125,-83.6878
1937,CT,41.863194,-72.679525
549,MA,42.394783000000004,-71.216868
1974,CT,41.7638,-72.6859
20809,MI,44.618426,-86.226824
29436,LA,29.6574,-91.1179
10127,WV,39.273715,-81.477324
32002,TX,31.403778000000003,-94.419411
26078,IL,40.008256,-88.954059
5915,PA,41.8395,-79.2686
26996,MO,40.038748,-92.260225
37179,CA,34.1734,-118.5531
38192,CA,36.455351,-119.48663300000001
4645,NY,42.252092,-75.996261
26492,IL,39.434881,-89.405886
22013,IA,41.206456,-91.51701
30705,AR,35.684534,-94.26156800000001
22570,WI,44.634449,-88.030328
34488,CO,38.018324,-103.890698
34025,CO,39.602188,-104.713858
16749,KY,38.325044,-84.684632
27653,MO,39.08802,-92.251442
33695,TX,35.2218,-101.8309
5652,PA,40.956472,-78.98470400000001
20075,MI,42.3317,-83.0456
19785,IN,39.181862,-87.578532
14926,AL,33.869966999999995,-85.89601400000001
15308,TN,36.557790000000004,-86.529361
2942,NJ,39.955304,-74.364642
38770,CA,37.9578,-121.2897
345,MA,42.435967,-70.920912
27825,MO,37.46201,-93.825673
38112,CA,34.456671,-117.88763
27391,MO,40.050888,-94.712528
28486,KS,38.624009,-98.424729
30356,AR,34.5471,-90.7682
21445,IA,42.235421,-92.81586800000001
18531,OH,39.147425,-84.520238
16869,KY,36.780936,-83.174144
28590,KS,39.654719,-99.159518
31183,OK,36.111106,-96.043222
35470,UT,38.180062,-112.24903400000001
25875,IL,41.465932,-89.075486
28510,KS,38.9726,-97.789164
38749,CA,37.3353,-121.8938
12101,GA,34.369126,-84.930072
4665,NY,42.529028000000004,-75.255752
2195,CT,41.5584,-73.0516
8290,MD,39.495903999999996,-77.454014
3746,NY,42.416492,-74.38959
15639,TN,35.623490999999994,-83.795153
13389,FL,28.7029,-81.3387
7688,DC,38.8951,-77.0369
8582,VA,38.2712,-77.0564
35979,AZ,34.678697,-112.294284
23107,MN,44.9445,-93.0932
21003,MI,47.304527,-88.39746099999999
24492,ND,48.519738000000004,-97.926824
27522,MO,37.01267,-94.49293399999999
12574,GA,31.937376,-83.785422
16836,KY,38.2009,-84.8734
2501,NJ,40.945685,-73.993193
6291,PA,40.2736,-76.8847
32953,TX,30.103205,-94.173932
23113,MN,44.9445,-93.0932
40233,WA,47.364929,-122.605331
30185,AR,34.992126,-91.97882299999999
40690,WA,46.7546,-118.1466
11583,SC,34.098672,-81.06187
35629,AZ,33.422266,-111.54773999999999
7785,DC,38.8951,-77.0369
24114,SD,45.362594,-96.65639300000001
37500,CA,32.6856,-117.1825
3486,NY,40.6917,-73.8061
28262,KS,38.782826,-96.779173
7249,PA,40.1527,-75.4566
26584,IL,39.750966,-89.72261800000001
16096,MS,33.276532,-91.078252
5460,PA,39.96135,-79.86447
20804,MI,45.084206,-85.26080300000001
4680,NY,42.504534,-74.981073
36947,CA,33.972916,-118.353822
35187,UT,40.321532,-112.00498600000002
23873,MN,46.2834,-96.0772
9330,VA,37.157765000000005,-82.23577
33550,TX,29.763049,-100.942557
36592,NV,37.703565999999995,-114.268608
4376,NY,43.029922,-76.126225
24753,ND,48.74905,-102.12523900000001
22864,WI,44.9367,-91.3928
28017,KS,39.085885,-94.63921500000001
4330,NY,43.4798,-76.3157
10949,NC,34.9853,-80.5498
35353,UT,41.7358,-111.8336
37782,CA,33.604147,-117.646728
19519,IN,39.308594,-85.3311
26699,IL,38.089479,-88.891761
33079,TX,27.5065,-99.5087
33957,TX,31.7696,-106.4255
12609,GA,32.771584000000004,-83.85556
36930,CA,33.889494,-118.400897
13325,FL,29.052661999999998,-81.582922
388,MA,42.0775,-70.65
25089,MT,45.657979,-111.20348200000001
26006,IL,40.710474,-89.570493
33102,TX,28.349278,-98.635327
36630,NV,36.089546999999996,-115.149607
4450,NY,43.2703,-75.7006
137,MA,42.675342,-72.740774
1344,ME,43.787665000000004,-69.84392
35075,ID,43.952974,-116.803074
31766,TX,33.683840000000004,-95.222143
8018,MD,39.04107,-77.045049
28196,KS,37.9244,-95.3395
15834,TN,35.6147,-88.8136
4143,NY,43.336208,-73.404696
16270,MS,32.611789,-90.637117
31087,OK,36.74013,-101.053064
36248,NM,35.503181,-105.46249499999999
7293,PA,40.1109,-75.4027
19080,IN,39.896883,-86.23239000000001
8987,VA,36.9963,-76.5627
31150,OK,36.271198,-95.821432
18683,OH,39.7587,-84.1919
28438,KS,37.074822,-95.59830699999999
36834,CA,34.00329,-118.28894
26371,IL,39.651581,-91.207088
1277,ME,44.726592,-68.62033100000001
37716,CA,33.699462,-117.253596
27987,KS,38.852656,-94.778942
12959,FL,30.147997999999998,-81.79411999999999
13320,FL,29.672705,-82.81504
819,NH,42.829678,-71.7757
46,MA,42.192062,-72.307682
31402,OK,34.193936,-95.078695
18587,OH,39.641282000000004,-84.057878
10448,NC,36.0866,-80.2488
8867,VA,37.575548,-77.542178
11105,NC,34.8928,-79.570087
20158,MI,42.7845,-83.2397
37794,CA,33.710113,-117.947725
19372,IN,40.947052,-86.083016
603,MA,41.766591999999996,-70.700716
18048,OH,41.506698,-81.605352
38596,CA,37.9772,-122.2943
5393,PA,39.776666999999996,-80.42485500000001
25229,IL,42.195085999999996,-88.222472
26778,IL,37.14445,-89.28003299999999
1065,NH,43.5919,-71.2062
2664,NJ,40.6457,-74.6396
40550,WA,46.435159999999996,-120.23208999999999
39969,OR,45.360883,-117.047794
10152,WV,38.981084,-81.693528
38838,CA,37.861699,-119.914598
1610,VT,43.226012,-72.645954
222,MA,42.28678,-71.713616
21247,IA,41.855644,-93.943143
24465,ND,46.8774,-96.7895
29581,LA,30.265387,-91.645057
34796,WY,44.820342,-105.77619399999999
29556,LA,30.347706,-92.523292
4989,NY,43.141007,-77.650657
12702,GA,31.423005,-81.356864
30125,AR,33.854328,-93.71141
9992,WV,38.4195,-82.4455
397,MA,42.152946,-71.427022
13256,FL,30.903844,-86.439234
2129,CT,41.600693,-72.876222
27146,MO,36.256451,-89.671212
37395,CA,32.903014,-116.86547
18692,OH,39.70187,-84.224838
6567,PA,40.791961,-76.557662
12623,GA,32.347645,-84.116959
6484,PA,41.185790999999995,-77.315072
27841,MO,37.433515,-93.93175
3504,NY,40.653816,-73.608519
21808,IA,42.277576,-90.715634
17863,OH,39.90831,-82.29355699999999
4936,NY,42.87962,-78.003977
2639,NJ,40.726228000000006,-74.592083
36101,NM,35.005536,-106.312669
21218,IA,41.558836,-92.680764
37705,CA,33.5539,-117.2132
22720,WI,45.731656,-89.770803
33646,TX,34.553306,-102.110681
10765,NC,35.513026,-77.201504
10708,NC,35.7719,-78.6388
13108,FL,30.472782000000002,-84.220316
23514,MN,43.593982000000004,-93.819047
32329,TX,31.21292,-98.235033
28563,KS,38.414817,-99.253188
8282,MD,38.652398,-76.05306
18194,OH,41.0245,-80.8576
4004,NY,42.2314,-73.668
21123,IA,40.832434,-93.957822
37122,CA,34.152822,-118.265606
38462,CA,38.095119,-122.126088
11532,SC,33.530506,-81.102693
15392,TN,35.053622,-84.446332
6522,PA,41.329021000000004,-77.94590600000001
36044,AZ,35.665054,-109.008997
37333,CA,32.702475,-116.504617
38254,CA,36.729246999999994,-121.620125
38100,CA,34.725516,-118.484769
13649,FL,25.656028,-80.414856
23125,MN,44.753223999999996,-94.891626
29839,LA,32.5155,-93.7318
24321,SD,45.233118,-101.329737
30950,OK,34.464034000000005,-98.53995
15528,TN,36.229946999999996,-84.021649
4812,NY,43.276112,-78.82858
30405,AR,34.029971,-91.03370600000001
33464,TX,30.241524,-97.76876999999999
36733,NV,39.744468,-119.28628
3394,NY,40.649188,-73.933724
14929,AL,31.2234,-85.3906
6974,PA,40.287839,-75.05319399999999
26363,IL,40.3958,-91.247171
16050,MS,34.895267,-88.85401
11775,SC,33.431940000000004,-79.82514300000001
18834,OH,40.775038,-84.03199599999999
27917,MO,37.736222,-93.778231
20124,MI,42.671065999999996,-83.00109
10735,NC,35.801956,-78.082737
25028,MT,48.306447999999996,-112.389509
40049,WA,47.792221999999995,-122.30721000000001
10801,NC,36.509969,-77.174996
26804,MO,38.144218,-90.737562
11868,SC,34.631859999999996,-82.435558
7247,PA,40.1215,-75.3405
4505,NY,42.698995000000004,-75.168
39011,CA,40.286809999999996,-124.20875500000001
11129,NC,34.836797999999995,-79.214671
21227,IA,41.454904,-93.257603
35583,AZ,33.4486,-112.0733
12928,FL,29.910063,-82.873584
10803,NC,35.5749,-77.2806
25304,IL,41.931948999999996,-88.964987
23682,MN,45.325709,-95.901706
6770,PA,40.898379,-75.102285
13438,FL,28.5382,-81.3795
9584,WV,37.312262,-81.538249
39020,CA,40.346488,-123.874482
10968,NC,35.503388,-80.262548
33286,TX,28.178247999999996,-97.760494
7186,PA,40.040236,-75.485458
7599,VA,38.705946000000004,-77.849508
34086,CO,39.501135,-104.677176
19598,IN,39.175126,-86.513514
32768,TX,28.923565999999997,-95.724902
7698,DC,38.8951,-77.0369
37461,CA,32.915392,-117.08355900000001
2975,NJ,40.498993,-74.68470500000001
4467,NY,43.1508,-75.359124
35990,AZ,34.418791999999996,-112.855216
11367,NC,36.360784,-81.473539
29329,LA,29.9428,-89.9635
12774,GA,31.195239,-81.33694200000001
34730,WY,41.561816,-108.04316100000001
35875,AZ,32.2217,-110.9259
383,MA,42.241727000000004,-71.287522
4085,NY,41.795736,-74.746298
21284,IA,41.6006,-93.6087
14441,AL,32.94416,-86.048244
6562,PA,40.835204,-76.640142
33739,TX,33.045396000000004,-102.82959699999999
38781,CA,38.037508,-121.223506
267,MA,42.484173999999996,-71.439501
12160,GA,34.3429,-85.0858
37777,CA,33.7595,-118.0059
1152,ME,43.794539,-70.170592
10421,NC,36.458463,-80.620723
1192,ME,44.086388,-70.157552
36064,NM,35.920857,-107.25598600000001
32892,TX,29.6657,-95.0195
22772,WI,44.14428,-91.704879
34030,CO,39.892612,-105.1492
35005,ID,46.517306,-116.334792
36057,NM,34.508,-106.809395
36148,NM,35.0844,-106.6508
10741,NC,35.633466,-77.932404
34302,CO,40.4236,-104.7088
26153,IL,39.995385999999996,-88.085534
3379,NY,40.8257,-73.6986
29439,LA,29.551514,-90.59065799999999
11270,NC,35.45113,-77.655968
19993,MI,42.302659000000006,-83.245639
32987,TX,31.099531,-96.426204
38687,CA,36.468835999999996,-121.006327
39251,CA,39.904605,-121.01886200000001
22330,WI,42.766456,-89.24993
38951,CA,38.788978,-122.591177
28944,NE,40.876979999999996,-96.82508399999999
29965,LA,31.815768,-93.01685
35291,UT,40.660678000000004,-111.83380600000001
14480,AL,33.4277,-86.1048
39033,CA,38.800894,-122.25244599999999
37488,CA,32.7154,-117.1565
26338,IL,37.987794,-89.69198100000001
12830,GA,31.377944,-84.120699
19020,IN,39.68242,-86.41051999999999
24646,ND,46.822464000000004,-100.718953
35537,AZ,33.4486,-112.0733
6232,PA,40.574759,-76.912132
33960,TX,31.7589,-106.4866
17258,KY,36.568856,-88.846333
34852,WY,43.156495,-110.884672
272,MA,42.53213,-71.352461
29032,NE,42.402174,-97.475144
813,NH,42.8368,-71.2213
39812,OR,42.488112,-124.354073
34304,CO,40.4236,-104.7088
6195,PA,40.581482,-76.806771
7628,DC,38.8951,-77.0369
4084,NY,41.693763,-74.98968
27492,MO,38.616544,-94.486906
28478,KS,38.653174,-97.814392
37249,CA,34.1722,-118.3782
27551,MO,36.869262,-94.140627
37345,CA,32.868544,-116.570912
35373,UT,41.2231,-111.9732
21880,IA,41.6611,-91.5302
27203,MO,38.957108000000005,-94.06730400000001
21496,IA,42.683933,-92.62588000000001
9059,VA,37.021345000000004,-76.438377
12261,GA,33.795903,-84.328337
33283,TX,28.052446000000003,-97.539877
13302,FL,29.552851,-83.25895600000001
3341,NY,41.021196,-73.912273
31384,OK,34.124744,-96.23376
26296,IL,38.528787,-90.204702
5550,PA,40.362004,-79.520341
35463,UT,38.33123,-111.55233600000001
15671,TN,35.9648,-83.9196
33089,TX,30.104984,-99.661902
22138,WI,43.739443,-87.785102
27979,KS,38.8815,-94.8187
39057,CA,39.068278,-120.64862
35756,AZ,32.7158,-114.6215
17457,KY,36.792874,-84.811151
22220,WI,42.5795,-88.2275
29913,LA,31.26571,-92.200474
35635,AZ,33.385764,-111.87558600000001
21890,IA,41.953096,-90.815664
29904,LA,31.209402,-92.35038399999999
13468,FL,28.402381,-80.614942
20731,MI,42.919562,-85.841749
18718,OH,39.2818,-83.1569
39176,CA,38.718222,-121.530604
11551,SC,33.374002000000004,-80.805538
13236,FL,30.769565999999998,-86.59406899999999
27616,MO,38.483407,-92.123882
24291,SD,43.194345,-100.474428
1686,VT,44.212922,-73.266968
32410,TX,31.551270000000002,-97.138246
21089,IA,42.13422,-94.513338
28357,KS,37.054669,-96.755336
9220,VA,37.2709,-79.9418
29397,LA,29.9545,-90.0753
11011,NC,35.303614,-80.73392700000001
31322,OK,34.219718,-96.21144
15652,TN,35.97129,-83.900224
35447,UT,38.900564,-111.715328
39474,HI,20.902945000000003,-156.382707
30388,AR,35.612678,-90.293764
29797,LA,32.936984,-92.817756
12551,GA,33.345146,-81.9711
29910,LA,31.259621999999997,-91.755482
35241,UT,41.649879999999996,-111.24801200000002
4728,NY,42.998562,-78.61438000000001
1006,NH,43.1921,-70.8804
3229,NY,41.319883000000004,-73.76061999999999
21497,IA,42.650478,-91.804802
21037,MI,46.471925,-89.993169
4534,NY,44.541810999999996,-75.689647
32343,TX,30.8154,-97.5146
20543,MI,42.031192,-85.347254
8440,VA,38.6765,-77.206884
11128,NC,34.978726,-79.247015
38366,CA,37.7753,-122.4186
28227,KS,37.886387,-95.741812
15714,TN,35.81573,-89.222922
35474,UT,39.062738,-113.413716
8113,MD,39.120234,-76.68665
39566,OR,45.3012,-120.79853899999999
35343,UT,41.496784000000005,-113.26777
9702,WV,38.536429999999996,-81.935013
33369,TX,26.510284000000002,-98.675196
36206,NM,36.08938,-105.98811599999999
22290,WI,43.0389,-87.9065
20192,MI,43.257011999999996,-82.648682
5464,PA,39.7886,-79.9095
10261,WV,39.290290999999996,-79.718512
16228,MS,32.024136999999996,-90.796533
32853,TX,29.175306,-95.45314599999999
19645,IN,38.173711,-86.70806800000001
33371,TX,26.577578000000003,-99.00671899999999
15607,TN,36.020092,-83.048654
26511,IL,39.347504,-88.971358
15770,TN,35.084216,-89.792009
3777,NY,42.466703,-74.45883
8809,VA,37.475615999999995,-76.31645999999999
33074,TX,29.317389000000002,-98.82767199999999
15253,TN,35.908356,-86.77793199999999
32899,TX,29.551354999999997,-95.283498
37550,CA,33.907399,-116.565436
25397,IL,41.508966,-88.21599
38164,CA,37.1512,-119.9691
15821,TN,36.427912,-88.352414
20451,MI,43.288774,-84.790856
39966,OR,45.511562,-119.720602
11487,SC,33.572648,-80.636167
6965,PA,40.271538,-75.257663
31790,TX,33.6606,-95.5556
21024,MI,47.110676,-88.58301
26574,IL,39.617148,-90.449382
22856,WI,45.322241999999996,-90.86394
35878,AZ,32.2217,-110.9259
35575,AZ,33.690932000000004,-111.995554
16156,MS,33.899719,-90.03113
30770,OK,35.428412,-98.524111
26468,IL,40.057103999999995,-89.198976
9499,VA,37.457924,-79.079334
3357,NY,41.098652,-73.970842
14265,FL,28.512849,-82.28556999999999
31530,TX,32.9127,-96.6389
11401,NC,35.433268,-83.814008
12426,GA,34.811204,-83.43691899999999
39856,OR,42.649538,-123.384326
15102,AL,30.6945,-88.0431
630,MA,42.043244,-70.103584
26516,IL,39.88924,-90.401466
33420,TX,30.653734000000004,-98.44461
39259,CA,39.271407,-122.497326
38731,CA,37.297218,-121.89510200000001
39512,HI,21.322174,-157.81410400000001
11470,NC,35.028354,-83.962106
9382,VA,36.770516,-81.819862
18286,OH,40.4517,-81.2124
21733,IA,41.986445,-95.788638
3964,NY,41.6659,-74.4305
2855,NJ,40.188590000000005,-74.432069
6626,PA,40.561682,-76.196713
10198,WV,39.065787,-79.60825200000001
33511,TX,30.2667,-97.7428
38172,CA,36.579709,-119.21018400000001
32192,TX,33.630390000000006,-97.260763
13033,FL,29.346048,-81.067604
25959,IL,40.47057,-90.058587
26209,IL,39.286778000000005,-90.534212
24333,SD,45.505808,-102.813678
17053,KY,37.863128,-82.438992
1527,ME,44.467508,-69.60767
27422,MO,39.764027,-93.814856
25177,MT,47.662285,-115.451108
33483,TX,30.245859000000003,-97.610022
4744,NY,42.768153000000005,-78.580085
3610,NY,40.738597999999996,-73.128636
31773,TX,33.4697,-96.0893
32827,TX,28.831326,-95.9395
9089,VA,36.8361,-76.2987
8880,VA,37.4817,-76.6191
35165,ID,48.282007,-116.835727
36731,NV,39.439917,-119.496936
22552,WI,45.205876,-88.487756
16421,MS,30.334086,-89.49704200000001
37166,CA,34.2818,-118.4383
15503,TN,36.091722,-82.471126
30528,AR,35.636944,-91.53801899999999
23231,MN,44.907534999999996,-93.287518
37260,CA,34.096564,-117.966695
2764,NJ,39.953133,-75.089276
20149,MI,42.723834000000004,-83.415667
30290,AR,34.436409999999995,-92.16511899999999
9026,VA,37.5375,-75.8714
28344,KS,37.122906,-98.40333000000001
38396,CA,38.5819,-121.4935
37127,CA,34.193274,-118.249545
7742,DC,38.8951,-77.0369
28075,KS,39.74022,-96.18301
12005,SC,32.56797,-80.701546
34463,CO,38.073007000000004,-104.492289
30396,AR,34.191334999999995,-91.04746
39102,CA,38.2388,-121.5594
14686,AL,34.66291,-86.988182
6156,PA,41.970624,-77.13029399999999
5711,PA,40.408274,-78.640979
11625,SC,34.95707,-81.992976
26642,IL,38.082004,-88.790162
13549,FL,24.7226,-81.0216
13557,FL,26.252183000000002,-80.209765
39565,OR,45.289119,-121.79728
23077,MN,44.979657,-93.177064
736,RI,41.919332,-71.442985
22196,WI,42.794388,-88.399486
13413,FL,28.590157,-81.49678
15192,AL,32.43391,-88.32015200000001
28917,NE,40.218724,-96.501459
12348,GA,32.444016,-82.725647
33508,TX,30.334114000000003,-97.69994
32601,TX,29.914479999999998,-95.653054
36761,NV,39.385645000000004,-119.68687299999999
18868,OH,40.916684000000004,-84.28840500000001
10186,WV,38.948968,-79.65699599999999
14221,FL,28.963213,-82.65428299999999
35004,ID,46.198808,-116.882166
16572,KY,38.300974,-85.647762
34644,CO,39.628898,-106.64039
28875,NE,40.495498,-97.425601
841,NH,43.359208,-71.23505
25049,MT,48.861887,-108.374174
6504,PA,41.109413,-77.485538
26328,IL,38.811412,-89.548218
16051,MS,34.624348,-89.51125400000001
3918,NY,41.816932,-73.976734
29051,NE,42.314692,-97.815286
4220,NY,44.724757000000004,-73.942992
2545,NJ,40.285978,-74.16279300000001
1482,ME,44.1907,-69.1472
33075,TX,27.508491999999997,-99.503633
32148,TX,32.7254,-97.3208
29835,LA,32.5253,-93.7501
26761,IL,37.207782,-89.101046
25747,IL,42.476952000000004,-89.008696
14920,AL,33.560539,-85.393439
25303,IL,41.925813,-88.69081
4540,NY,43.89247,-75.466663
2950,NJ,40.656346,-74.926185
7510,DC,38.895,-77.0367
6804,PA,41.318277,-75.233682
7834,MD,38.216684,-76.798473
29730,LA,30.4506,-91.1547
11915,SC,34.755179999999996,-80.426351
39687,OR,45.4894,-122.6846
4496,NY,43.380382,-75.61964
40909,AK,64.00281700000001,-148.631418
15917,TN,35.194426,-86.777404
23578,MN,43.713654999999996,-93.75777
17668,OH,40.370826,-83.73854
37548,CA,34.104928,-116.587152
39763,OR,44.805566999999996,-123.88003
14302,FL,28.146852000000003,-82.761878
18906,OH,40.989674,-84.601396
